Category;Category_Name;Country;Translate
100229923;Pulizia Stiro e Cucito;it;Cleaning Ironing and Sewing
100232023;Materiali da costruzione;it;Building materials
100232023;Matériaux;fr;Materials
100232023;Baustoffe;de;building materials
100232223;Chauffage;fr;Heating
100232823;Prodotti per l'Infanzia;it;Products for Children
100233223;Ferramenta;it;Hardware
100233223;Quincaillerie;fr;Hardware store
100233223;Eisenwaren;de;ironmongery
100233523;Altri Attrezzi per Bricolage e Fai da te;it;Other Tools for DIY and DIY
100233623;Traitement de l'eau & de l'air;fr;Water treatment & air
100238623;Accessoires et clés bluetooth;fr;Accessories and Bluetooth key
100239223;Microphone;fr;Microphone
100239223;Mikrofone;de;Microphones
100239423;Tapis de souris;fr;Mousepad
100239623;Volant;fr;Flying
100239623;PC-Lenkräder;de;PC steering wheels
100239723;Accessoires pour écran;fr;Accessories display
100242023;Carta;it;Paper
100248023;Magliette e T-shirts Donna;it;Shirts and T-shirts Women
100248123;Jumelle & Télescope;fr;Binoculars & Telescope
100248223;Microfoni;it;Microphones
100248223;Micro;fr;Microphone
100248323;Registratori vocali;it;voice Recorders
100248323;Dictaphone;fr;dictaphone
100248423;Pantaloni Donna;it;Women's Pants
100248423;Kleidung;de;clothing
100250023;Lenti a contatto;it;Contact lenses
100250023;Kontaktlinsen & Zubehör;de;Lenses & Accessories
100260023;Clé USB;fr;USB key
100260023;USB-Sticks;de;USB sticks
100270123;Sex Gags;de;Sex gags
100270223;Kondome;de;condoms
100270423;Sexy Mode & Dessous;de;Sexy Fashion & Lingerie
100270523;Fetisch;de;fetish
100274623;Accessori Auto e Moto;it;Motoring Accessories
100278823;Navigatori GPS;it;GPS navigators
100278823;GPS;fr;GPS
100278823;GPS;de;GPS
100278923;Baladeur CD;fr;Portable CD player
100278923;Tragbare CD-Player;de;Portable CD Player
100282023;Lecteur de Carte Mémoire;fr;Memory Card Reader
100282023;Kartenleser;de;card reader
100282123;Tablet e eBook reader;it;Tablet and eBook reader
100282123;Tablette multimédia;fr;media tablets
100282123;Tablets & E-Book-Reader;de;Tablets & E-Book Reader
100282623;Sveglie e stazioni meteo;it;Alarm clocks and weather stations
100282623;Réveil et Station météo;fr;Clock and Weather Station
100282623;Radiowecker & Wetterstationen;de;Radio Wake Up Timer
100282723;Stereo portatili;it;Stereo portable
100282723;Radio portable;fr;Portable radio
100282723;Tragbare Radios;de;portable radios
100282823;Cucine;it;Kitchens
100282923;Croque-Monsieur & Gaufrier;fr;Croque Monsieur & Waffle
100283023;Hotte Aspirante;fr;Hoods hood
100283023;Dunstabzugshauben;de;Hoods
100283323;Elektrogrills;de;electric grills
100288323;Forni;it;Ovens
100288423;Grattugie elettriche;it;Shredders
100288923;Piccoli Elettrodomestici per la cucina;it;Small Appliances for the kitchen
100289023;Sbattitori;it;Beaters
100289123;Spremiagrumi;it;Juicer
100289123;Autre petit électromenager de cuisine;fr;Other small kitchen électromenager
100289323;Bistecchiere e Griglie;it;Grills and Grids
100289423;Aerosol;it;Aerosol
100289623;Asciugacapelli;it;Hairdryer
100289923;Personal Care;it;Personal Care
100290223;Accessori Personal Care;it;Accessories Personal Care
100290623;Accessoires Beauté;fr;Beauty Accessories
100291623;Salute;it;Health
100291623;Santé;fr;Health
100291623;Gesundheit & Wellness;de;health & Wellness
100291723;Prodotti per i Capelli;it;for Hair Products
100291723;Soin Capillaire;fr;Hair care
100291823;Mémoire PC;fr;PC memory
100291823;Arbeitsspeicher;de;random access memory
100292823;Pavé Numérique;fr;Numeric keypad
100293223;Eingabegerätezubehör;de;Input Accessories
100293623;Courant porteur (CPL);fr;Powerline communication (PLC)
100294523;Tuning et Watercooling;fr;Tuning and watercooling
100294523;Case Modding;de;Case Modding
100294723;Borse per foto e video;it;for photo and video bags
100295023;Flash;it;Flash
100298123;Altri prodotti (comprende tutte le offerte senza codice EAN);it;Other (includes all offers no EAN code)
100298223;Produits dérivés;fr;derivatives
100299123;Chauffage au Poêle;fr;Heating stove
100299223;Orologi per la casa;it;Watches Home
100299223;Horloge;fr;Clock
100299223;Wanduhren;de;wall Clocks
100299723;Regali di Natale;it;Christmas Gifts
100299723;Noël;fr;Xmas
100299923;Regali per la Festa del Papà;it;Gifts for Father's Day
100299923;Fête des pères;fr;Fathers Day
100300023;Fête des mères;fr;Mothers' Day
100300223;Saint Valentin;fr;Valentine's Day
100302923;Giochi all'aperto;it;outdoor games
100302923;Jeux de plein air;fr;Outdoor games
100302923;Spielzeug für Draußen;de;Toys for outdoors
100303423;Mode et accessoires enfant;fr;Fashion and accessories Children
100303723;Antenne et accessoires réception TV;fr;Antenna and accessories TV reception
100303923;Parabole LNB Cam e Smartcard;it;Parables LNB Cam and Smartcard
100304123;Accessoires GPS;fr;GPS Accessories
100304223;Obiettivi;it;Goals
100304323;DVD recorder;it;DVD recorder
100304323;Lecteur enregistreur DVD;fr;DVD Recorders
100304423;Videosorveglianza;it;Video surveillance
100305023;Gadget;it;Gadget
100305123;Giochi e Divertimenti;it;Games and Entertainment
100305123;Jeux et Loisirs;fr;Games and Entertainment
100305223;Moda e Stile;it;Fashion and Style
100305223;Mode et Glamour;fr;Fashion and Glamor
100305323;Complementi per la Casa;it;for the House Complements
100305323;Maison et Décoration;fr;Home and Decoration
100306023;Neonati e Bambini;it;Babies and Children
100306023;Cadeaux Bébé et Enfant;fr;Baby & Child Gifts
100306123;Prodotti Elettronici Trendy;it;Electronic Products Trendy
100306123;High-tech tendance;fr;High-tech trend
100306223;Beauté et Bien-être;fr;Beauty and wellness
100306423;Enologia;it;winemaking
100306423;Gastronomie et Art de vivre;fr;Gastronomy and Lifestyle
100306523;Cadeau coquin;fr;gift rascal
100310423;Diktiergeräte;de;Dictaphones
100310623;Heimkino;de;Home theater
100310723;Fernseh- & Audiozubehör;de;TV & Audio Accessories
100311523;Tuner;de;tuner
100311823;Televisori;it;Televisions
100311823;Téléviseur;fr;TV
100311823;LCD- LED- & 3D-Fernseher;de;LCD LED & 3D TVs
100314123;Haarpflege;de;hair care
100314223;Chauffage d'appoint;fr;Auxiliary heating
100316323;Borse e custodie per portatili;it;Bags and cases for laptops
100316423;Druckerzubehör;de;printer Accessories
100316523;CD e DVD vergini;it;CDs and blank DVDs
100316723;Produits d'entretien informatique;fr;Products of computer maintenance
100317123;Gonne;it;Skirts
100317223;Abiti Donna;it;Dresses Woman
100317323;Occhiali da sole;it;Sun glasses
100317323;Lunettes de Soleil;fr;Sunglasses
100317323;Sonnenbrillen;de;Sunglasses
100317423;Camicie Donna;it;Women's Shirts
100317623;Mouse;it;Mouse
100318523;Memory Stick;it;Memory stick
100322323;Passeggini e Carrozzine;it;Strollers and Prams
100322923;Lavage et Nettoyage;fr;Washing and Cleaning
100322923;Reinigungsgeräte & Zubehör;de;Cleaning Equipment & Accessories
100323023;Froid et Conservation;fr;Cold and Conservation
100323023;Kühlen & Gefrieren;de;Refrigeration & Freezing
100323123;Chauffage et climatisation;fr;Heating and air conditioning
100323123;Heizungen & Klimageräte;de;Heaters & Air Conditioners
100323223;Cuisson;fr;baking
100323223;Kochen & Backen;de;Cooking baking
100323323;Accessori per Elettrodomestici;it;Accessories for Appliances
100324923;Petit Electroménager;fr;Small appliance
100325323;Moto et 2 Roues;fr;Motorcycle and 2 Wheels
100325423;Services Auto et Moto;fr;Auto and Moto Services
100325523;Fernsehen;de;TV
100325623;Foto & Video;de;Photo & Video
100326223;Ordinateurs;fr;computers
100326223;Computer;de;computer
100326323;Stockage;fr;Storage
100326323;Speicher;de;Storage
100326423;Logiciels et Services informatiques;fr;Software and Services
100326523;Peripherie;de;periphery
100327423;Vie pratique;fr;Practical life
100327623;Profumeria;it;Perfumery
100327623;Cosmétique et Parfum;fr;Cosmetics and Perfume
100327723;Appareil santé beauté;fr;Device health beauty
100327723;Bad-Elektrogeräte;de;Bad electrical appliances
100327823;Regali Personalizzati;it;Personalized Gifts
100327823;Gadgets et Cadeaux personnalisés;fr;Custom Gadgets and Gifts
100327923;Videospiele & Konsolen;de;Video Games & Consoles
100330223;Karten;de;cards
100330323;Multimedia;de;multimedia
100330523;Macchine per il pane;it;Bread Makers
100330623;Gehäuse & Netzteile;de;Cases & Power Supplies
100331323;Telefonzubehör;de;phone Accessories
100331423;Cappotti e Giacconi Donna;it;Coats and Jackets Woman
100331523;Giacche Donna;it;Women Jackets
100331823;Cappotti e Giacconi Uomo;it;Coats and Jackets Man
100332023;Pantaloni Uomo;it;Men's Pants
100332123;Magliette e T-shirts Uomo;it;Shirts and T-shirts Man
100332223;Abbigliamento Sportivo Donna;it;Sportswear Women
100332223;Vêtement de sport Femme;fr;Sportswear Women
100332223;Sportbekleidung Damen;de;Sportswear Women
100332323;Abbigliamento Sportivo Uomo;it;Sportswear Man
100332323;Vêtement de sport Homme;fr;Sportswear Man
100332323;Sportbekleidung Herren;de;Sportswear Men
100332423;Costumi da bagno Donna;it;Bath Woman Costume
100332423;Maillot de bain Femme;fr;Women swimsuit
100332423;Bademode Damen;de;Swimwear Women
100332523;Costumi da bagno Uomo;it;Swimwear man
100332523;Maillot de bain Homme;fr;Man Swimsuit
100332523;Bademode Herren;de;Swimwear Men
100332823;Machine à coudre;fr;Sewing machine
100333823;Pen Drive;it;Pen Drive
100334223;Borse e borsette;it;Bags and handbags
100334223;Sacs;fr;Bags
100334223;Taschen;de;Bags
100334923;Puériculture et Maternité;fr;Nursery and Maternity
100338523;Secure Digital;it;Secure Digital
100340123;Fondue & Wok;fr;Fondue & Wok
100340223;Point d'accès pour réseaux sans fil;fr;Access point for wireless network
100340223;WLAN;de;WIRELESS INTERNET ACCESS
100340323;Antenne Wifi;fr;WiFi antenna
100340423;Commutateur KVM;fr;KVM switch
100340423;KVM-Switches;de;KVM Switches
100342023;Bilance da cucina;it;Kitchen Scales
100342023;Balance de cuisine;fr;Kitchen scale
100342923;DJ-Equipment;de;DJ Equipment
100343023;Frullatori;it;Blenders
100343223;Supporti di Memoria;it;Memory Media
100344123;Camicie Uomo;it;Men's Shirts
100344223;Giacche Uomo;it;Jackets Men
100344423;Moda Donna;it;Women's Fashion
100344523;Maglieria Uomo;it;Knitwear Men
100345723;Erotischer Schmuck;de;Erotic jewelery
100345823;Sexdrogerie;de;Sexdrogerie
100345923;Beamerzubehör;de;projector accessories
100346123;Weitere Kategorien;de;More categories
100346323;Netzwerkkomponenten;de;Network components
100354123;Voiture Neuve et d'Occasion;fr;New & Used Cars
100354123;Neuwagen & Gebrauchtwagen;de;New & Used Cars
100356623;Decorazioni da Giardino;it;Garden Decorations
100356623;Décoration de jardin;fr;Garden decoration
100356623;Gartendekoration;de;garden decoration
100357123;Matériaux et Equipement de la maison;fr;Materials and home equipment
100357523;Hobby e Fai da te;it;Hobbies and DIY
100358023;Sèche-Serviettes;fr;Heated Towel
100358623;Quadri e poster;it;Paintings and posters
100358623;Tableau et Poster;fr;Table and Poster
100358623;Poster & Kunstdrucke;de;Posters & Prints
100360623;Prodotti per la scuola;it;Products for school
100360623;Schulausstattung;de;school equipment
100361223;Musizieren;de;Making music
100361423;Noten;de;grades
100363523;Thalasso & Spa;fr;Thalasso & Spa
100364123;Voyages de luxe;fr;Luxury travel
100364723;Accessoires Schmuck & Uhren;de;Accessories Jewelry & Watches
100367723;Elektrorasierer & Haarschneider;de;Electric shavers & hair trimmer
100371523;Tagliaerba;it;Lawn mower
100371523;Tondeuse à gazon;fr;Lawn mower
100371523;Rasenmäher;de;mowing machine
100372023;Autoteile & Zubehör;de;Auto Parts & Accessories
100374123;Schermi per videoproiezione;it;Screens for video projection
100374123;Ecran et Accessoires Vidéoprojecteur;fr;Display and Projector Accessories
100376523;Lavelli e Miscelatori Cucina;it;Kitchen Sinks & Mixers
100376523;Equipement de cuisine;fr;Kitchen equipment
100376523;Küchenmöbel;de;kitchen furniture
100384023;Pneumatici Auto;it;Car Tires
100384023;Pneus;fr;tires
100384023;Reifen & Felgen;de;Tires rim
100389523;Biancheria da letto;it;Bedding
100389523;Linge de lit;fr;Bedding
100389523;Bettwäsche;de;bed linen
100392423;Attrezzi da Giardino elettrici;it;Garden power tools
100392423;Outillage de jardin motorisé;fr;Outdoor Power Tools
100392423;Gartenmaschinen;de;garden machinery
100392523;Orologi;it;Watches
100392523;Montre;fr;Show
100392523;Armbanduhren;de;wristwatches
100392923;Cireuse;fr;waxy
100393223;Serveur;fr;Server
100396123;Accessori per Lettori MP3;it;MP3 Player Accessories
100402023;Soldes;fr;Sales
100420123;Coppa del Mondo FIFA 2014;it;FIFA World Cup 2014
100420123;Coupe du monde de la FIFA;fr;World Cup
100424223;Inaugurazione di una Casa;it;Inauguration of a House
100424423;Bimbo in arrivo;it;Bimbo coming
100424623;Regali di Compleanno;it;Birthday Gifts
100424723;Tutti a scuola;it;Everyone at school
100425023;Saldi;it;Sale
100425123;Regali di Matrimonio;it;Wedding Gifts
100426223;Car Hi-Fi Zubehör;de;Car Stereo Accessories
100434023;Musikinstrumentenzubehör;de;Musical instrument accessories
100438023;Ferienhäuser & Ferienwohnungen;de;Vacation Rentals
100440723;Specchi;it;Mirrors
100440723;Miroir;fr;Mirror
100440723;Spiegel;de;mirrors
100441023;Tende e tendaggi;it;Curtains and blinds
100441023;Rideaux et Voilages;fr;Window Curtains
100441023;Gardinen & Vorhänge;de;Curtains & Blinds
100444023;Cornici digitali;it;digital Picture Frames
100444023;Cadre photo numérique;fr;Digital Photo Frame
100444023;Digitale Bilderrahmen;de;Digital Picture Frames
100448023;Vol + Hôtel;fr;Flight + Hotel
100450123;Bébé et Enfant;fr;Baby & Child
100450123;Baby & Kleinkind;de;Babies & Toddlers
100450223;Chaise haute et réhausseur;fr;Highchairs and booster
100450223;Kinderwagen;de;stroller
100450323;Poussette et landau;fr;Stroller and pram
100450423;Seggiolini auto;it;car seats
100450423;Siège auto;fr;Car seat
100450523;Sucette;fr;Lollipop
100450623;Seggioloni e Fasciatoi;it;High chairs and baby changers
100450623;Porte bébé;fr;Baby carrier
100450723;Vaisselle et couverts bébé;fr;Baby Tableware
100450823;Pot et réducteur WC;fr;Pot and reducing WC
100450823;Babysicherheit;de;Baby safety
100450923;Sécurité enfant;fr;child safety
100451023;Babyphone;fr;Baby Monitor
100451123;Allaitement;fr;Feeding with milk
100451223;Baignoire et accessoires de bain;fr;Bath and bathroom accessories
100462723;Piscine e Spa;it;Pools and Spas
100462723;Piscine et Spa;fr;Pool and Spa
100462723;Swimmingpools & Zubehör;de;Swimming Pools & Accessories
100466023;Girelli;it;Girelli
100471123;Accessoires Mode;fr;Fashion Accessories
100471423;Intrattenimento;it;Entertainment
100471423;Entertainment;de;entertainment
100472023;Kindersitze;de;Child seats
100477023;Occhiali da vista;it;Glasses
100477023;Brillen;de;glasses
100480923;Accessori;it;Accessories
100483023;Scarpe per Bambini;it;Kids Shoes
100483023;Chaussures Enfant;fr;Child Shoes
100483023;Kinderschuhe;de;children's shoes
100484623;Maschere e Costumi;it;Masks and Costumes
100484623;Déguisements et Accessoires de fête;fr;Costumes and Party Supplies
100484623;Karneval & Fasching;de;Carnival
100492023;Regali per San Valentino;it;Gifts for Valentine's Day
100492023;Fête des grands mères;fr;Day grandmothers
100492123;Regali per la Festa della Mamma;it;Gifts for Mother's Day
100496023;Macchine da cucire;it;Sewing machines
100496023;Nähmaschinen;de;sewing machines
100498523;Media Player;it;Media Player
100498923;Altri elettrodomestici;it;Other appliances
100498923;Haushalt;de;household
100506023;Illuminazione;it;Lighting
100508723;Mobilier de puériculture;fr;nursery furniture
100508823;Biberon tétine et accessoires;fr;Bottle nipple and accessories
100508823;Füttern & Stillen;de;Feeding & Nursing
100508923;Babypflege & Gesundheit;de;Baby Care & Health
100512823;Zahnpflege;de;dental care
100513023;Unterwegs;de;Traveling
100513123;Chauffe biberon et stérilisateur;fr;Bottle warmer and sterilizer
100513123;Zuhause;de;At home
100530323;Vari Benessere;it;Haircare
100532023;Prodotti per il Corpo;it;Body Beauty Products
100532023;Soin du Corps;fr;Body care
100540023;Couches et accessoires de change;fr;Layers and changing accessories
100544023;Biciclette;it;Bicycles
100544023;Vélo;fr;Bike
100544023;Fahrräder;de;Cycles
100544223;Accessori per ciclismo;it;Cycling Accessories
100544223;Accessoires vélo;fr;bike Accessories
100544223;Fahrradteile & Fahrradzubehör;de;Bicycle Parts & Accessories Bicycle
100563013;Solarenergie;de;solar power
100564713;Pulizia della Casa;it;Cleaning the House
100564713;Droguerie;fr;hardware store
100564713;Drogerie;de;drugstore
100564913;Scarpe Sportive Donna;it;Sports Shoes
100564913;Chaussures de sport Femme;fr;Sports Shoes
100564913;Sportschuhe Damen;de;Sport Shoes Women
100565013;Scarpe Sportive Uomo;it;Sports Shoes
100565013;Chaussures de sport Homme;fr;Sports Shoes
100565013;Sportschuhe Herren;de;Sports Shoes Men
100565113;Scarpe Sportive per Bambini;it;Sneakers for Kids
100565113;Chaussures de sport Enfant;fr;Sneakers Child
100565113;Sportschuhe Kinder;de;Sports Shoes Kids
100565213;Materiale elettrico e componenti elettronici;it;Electrical equipment and electronic components
100565213;Electricité;fr;electricity
100565213;Elektrotechnik;de;Electrical engineering
100566113;Attrezzature per la ristorazione;it;Catering equipment
100566213;Antinfortunistica e Abbigliamento da Lavoro;it;Safety and Workwear
100566213;Equipement de travail et de protection;fr;Working and protective equipment
100566213;Arbeitskleidung & Arbeitsschutz;de;Workwear & Safety
100566313;Arredo Bagno;it;Bath Accessories
100566313;Mobilier de salle de bain;fr;Bathroom Furniture
100566313;Badmöbel;de;Bathroom furniture
100567413;Omogeneizzati e alimentazione bambini;it;Homogenized and feeding children
100567413;Alimentation bébé;fr;baby Food
100567413;Babynahrung;de;baby food
100567513;Lampadine;it;Bulbs
100567513;Ampoule;fr;Ampule
100567513;Leuchtmittel;de;Lamp
100567613;Illuminazione da esterno;it;Outdoor Lighting
100567613;Eclairage extérieur;fr;Exterior lighting
100567613;Außenleuchten;de;outdoor lighting
100567813;Sanitari e Accessori Bagno;it;Sanitaryware and Bathroom Accessories
100567813;Equipement de salle de bain;fr;Bathroom Equipment
100567813;Badkeramik & Badzubehör;de;Bathroom ceramics and bath accessories
100568013;Zaini;it;Backpacks
100568013;Sac à dos;fr;Backpack
100568013;Rucksäcke;de;Backpacks
100570713;Smartwatch;it;Smartwatch
100570713;Montre connectée;fr;Watch connected
100570713;Smartwatches;de;Smart Watches
100572513;Abbigliamento Sportivo per Bambini;it;Sportswear for Children
100572513;Vêtement de sport Enfant;fr;Sportswear Children
100572513;Sportbekleidung Kinder;de;Sportswear Children
